stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
"de:08212:7417:0:2","Knielingen Reinmuthstraße","49.03484541","8.34046216","0100","","","Pde:08212:7417"
"de:08212:7501:0:1","Knielingen Jakob-Dörr-Straße","49.03670052","8.33685093","0100","","","Pde:08212:7501"
"de:08212:7501:0:2","Knielingen Jakob-Dörr-Straße","49.03665930","8.33654550","0100","","","Pde:08212:7501"
"de:08212:7502:0:1","Knielingen Elsternweg","49.03791367","8.33922248","0100","","",""
"de:08212:7503:0:1","Knielingen Kolbengärten","49.03980989","8.34174675","0100","","",""
"de:08212:7505:0:1","Knielingen Bruchweg","49.03949778","8.33508125","0100","","",""
"de:08212:7506:0:1","Knielingen Max-Dortu-Straße","49.04161771","8.33862061","0100","","",""
"de:08212:798:1:1","Durlach Pfinztalstraße","48.99995054","8.46526510","0100","","","Pde:08212:798"
"de:08212:798:2:2","Durlach Pfinztalstraße","48.99969711","8.46615443","0100","","","Pde:08212:798"
"de:08212:799:3:3","Durlach Pforzheimer Straße","49.00038076","8.46521120","0100","","",""
"de:08212:8:1:1","Karlsruhe Lilienthalstraße","49.02268241","8.38522521","0100","","","Pde:08212:8"
"de:08212:8:2:2","Karlsruhe Lilienthalstraße","49.02212278","8.38505453","0100","","","Pde:08212:8"
"de:08212:80:1:1","Karlsruhe Kronenplatz","49.00868391","8.41003667","0100","","","Pde:08212:80"
"de:08212:80:2:2","Karlsruhe Kronenplatz","49.00899621","8.41010854","0100","","","Pde:08212:80"
"de:08212:801:4:2","Karlsruhe-Durlach","49.00207214","8.46259710","0100","","","Pde:08212:801"
"de:08212:802:11:11","Durlach Bahnhof","49.00270272","8.46282168","0100","","","Pde:08212:802"
"de:08212:802:12:12","Durlach Bahnhof","49.00256717","8.46241744","0100","","","Pde:08212:802"
"de:08212:802:13:13","Durlach Bahnhof","49.00394616","8.46582205","0100","","","Pde:08212:802"
"de:08212:802:31:A","Durlach Bahnhof","49.00114690","8.46242642","0100","","","Pde:08212:802"
"de:08212:802:32:B","Durlach Bahnhof","49.00145335","8.46245337","0100","","","Pde:08212:802"
"de:08212:802:33:C","Durlach Bahnhof","49.00141799","8.46234557","0100","","","Pde:08212:802"
"de:08212:802:34:D","Durlach Bahnhof","49.00137674","8.46225574","0100","","","Pde:08212:802"
"de:08212:802:35:E","Durlach Bahnhof","49.00134138","8.46216591","0100","","","Pde:08212:802"
"de:08212:83:1:1","Karlsruhe Werderstraße","49.00015091","8.41060261","0100","","","Pde:08212:83"
"de:08212:83:2:2","Karlsruhe Werderstraße","49.00081687","8.41062058","0100","","","Pde:08212:83"
"de:08212:84:1:1","Karlsruhe Tivoli","48.99664418","8.41040498","0100","","","Pde:08212:84"
"de:08212:84:2:2","Karlsruhe Tivoli","48.99697424","8.41069244","0100","","","Pde:08212:84"
"de:08212:84:3:3","Karlsruhe Tivoli","48.99676206","8.41069244","0100","","","Pde:08212:84"
"de:08212:85:1:1","Karlsruhe Rüppurrer Tor","49.00482421","8.41036905","0100","","","Pde:08212:85"
"de:08212:85:2:2","Karlsruhe Rüppurrer Tor","49.00564332","8.41037803","0100","","","Pde:08212:85"
"de:08212:85:3:3","Karlsruhe Rüppurrer Tor","49.00584367","8.40881497","0100","","","Pde:08212:85"
"de:08212:85:4:4","Karlsruhe Rüppurrer Tor","49.00590849","8.40959650","0100","","","Pde:08212:85"
